date,temperature_min_c,temperature_max_c,temperature_mean_c,humidity_max_percent,precipitation_mm,wind_speed_max_kmh,dew_point_min_c
2025-05-08,8.9,20.0,13.6,86,0.0,22.2,3.2
2025-05-09,5.1,19.9,12.8,81,0.0,10.8,1.5
2025-05-10,8.4,26.5,16.9,95,0.0,22.4,1.8
2025-05-11,7.4,25.1,16.4,71,0.0,15.1,0.7
2025-05-12,12.2,27.5,19.7,89,1.6,18.3,7.1
2025-05-13,14.7,27.4,21.0,98,0.3,12.9,13.2
2025-05-14,15.1,28.9,22.2,99,0.1,14.4,12.6
2025-05-15,19.2,33.5,25.1,92,1.9,32.4,6.4
2025-05-16,17.7,28.9,22.6,56,2.6,43.7,4.6
2025-05-17,11.9,18.5,15.4,67,0.0,28.3,5.4
2025-05-18,9.3,23.0,16.1,88,0.0,20.2,6.7
2025-05-19,9.4,18.5,13.4,75,2.5,25.3,4.6
2025-05-20,13.8,24.0,16.9,98,24.4,30.4,9.3
2025-05-21,11.5,14.4,13.4,98,3.8,24.8,8.9
2025-05-22,9.8,16.1,12.4,96,3.8,21.6,4.8
2025-05-23,8.2,19.5,14.2,91,0.1,20.9,6.2
2025-05-24,9.0,21.1,15.2,89,0.0,15.0,6.7
2025-05-25,11.8,18.6,14.9,72,0.0,17.4,6.2
2025-05-26,8.0,20.8,14.8,91,0.0,15.3,3.0
2025-05-27,11.6,21.6,16.2,77,1.2,14.9,5.7
2025-05-28,12.1,20.9,16.2,96,2.7,13.1,8.9
2025-05-29,12.0,21.0,16.2,99,0.5,9.9,10.1
2025-05-30,11.3,24.6,18.3,94,0.3,24.1,9.8
2025-05-31,14.8,23.7,19.1,71,0.0,15.5,3.2
2025-06-01,11.1,23.9,17.4,70,0.0,8.8,2.9
2025-06-02,11.6,28.7,20.8,86,0.0,15.9,7.9
2025-06-03,19.5,28.6,23.7,95,4.9,31.6,15.9
2025-06-04,16.0,21.6,19.5,99,24.8,19.6,15.2
2025-06-05,13.2,24.1,18.6,99,0.0,15.7,12.6
2025-06-06,14.6,25.0,20.0,96,0.0,12.4,12.1
2025-06-07,12.7,24.0,18.3,98,6.6,13.0,10.9
2025-06-08,14.7,25.8,19.3,98,0.9,23.2,11.9
2025-06-09,13.1,21.4,17.0,84,0.0,24.4,8.9
2025-06-10,12.6,24.4,18.6,88,0.0,18.3,9.8
2025-06-11,16.4,29.9,22.9,84,0.0,17.8,13.8
2025-06-12,18.0,29.4,23.6,94,0.0,14.9,16.2
2025-06-13,19.1,24.1,21.4,99,5.8,13.9,17.6
2025-06-14,16.9,26.0,21.4,98,0.0,14.3,16.4
2025-06-15,15.9,27.9,22.2,95,0.0,11.0,14.9
2025-06-16,17.4,29.3,23.2,97,1.1,12.5,16.5
2025-06-17,20.2,31.0,24.5,98,4.8,20.8,19.5
2025-06-18,19.6,24.3,21.5,98,25.9,16.5,19.0
2025-06-19,18.8,28.3,23.1,98,1.6,15.5,14.3
2025-06-20,18.8,28.5,23.0,94,5.2,22.9,16.3
2025-06-21,24.0,33.4,28.7,85,0.0,29.6,19.4
2025-06-22,24.6,32.9,29.2,87,0.0,24.3,21.8
2025-06-23,24.7,33.3,29.0,81,0.0,24.0,20.0
2025-06-24,23.4,33.5,28.4,97,2.0,16.8,19.8
2025-06-25,22.9,30.9,26.3,98,14.5,13.5,22.5
2025-06-26,23.9,33.0,28.3,92,1.0,18.8,21.5
2025-06-27,22.2,30.4,26.1,97,3.0,20.2,17.7
2025-06-28,19.8,31.8,26.0,99,0.0,7.7,19.5
2025-06-29,22.7,32.2,27.1,97,0.8,15.3,20.0
2025-06-30,22.1,31.0,26.2,96,0.3,12.1,17.7
2025-07-01,20.2,29.0,24.8,91,0.0,13.9,15.6
2025-07-02,20.0,30.5,25.5,89,0.0,13.0,15.1
2025-07-03,20.6,31.4,26.2,92,0.0,6.2,17.5
2025-07-04,22.2,32.5,27.3,91,0.0,13.8,18.1
2025-07-05,22.6,31.8,26.9,89,0.8,21.5,19.1
2025-07-06,23.2,29.6,25.7,94,2.9,14.6,21.0
2025-07-07,18.9,29.8,24.3,93,0.0,10.5,16.5
2025-07-08,21.1,30.4,24.5,97,3.8,15.0,18.5
2025-07-09,20.1,29.9,25.1,99,0.0,13.5,17.4
2025-07-10,19.2,31.8,24.6,98,16.2,16.6,18.8
2025-07-11,21.6,30.6,24.9,99,47.6,16.2,21.1
2025-07-12,21.9,28.1,24.5,96,0.8,14.8,20.0
2025-07-13,20.6,26.8,23.5,95,0.0,7.9,17.4
2025-07-14,19.6,29.0,24.4,96,0.0,5.3,18.1
2025-07-15,20.7,30.7,25.9,97,0.4,11.2,19.9
2025-07-16,22.9,31.2,26.2,99,1.2,25.4,20.4
2025-07-17,20.6,25.6,23.0,96,0.2,15.2,17.0
2025-07-18,17.6,26.6,22.2,86,0.0,12.0,13.9
2025-07-19,21.5,29.0,24.6,99,32.0,18.9,20.4
2025-07-20,21.6,28.1,24.0,99,17.6,13.8,21.0
2025-07-21,18.9,27.5,23.4,92,0.9,13.6,17.5
2025-07-22,21.0,29.4,25.4,98,0.0,15.9,20.7
2025-07-23,23.2,32.5,27.1,96,5.2,15.5,22.0
2025-07-24,23.8,31.5,26.9,97,5.0,14.1,22.7
2025-07-25,22.7,29.4,25.5,98,12.5,7.5,22.2
2025-07-26,22.9,29.5,25.1,99,4.1,13.0,22.6
2025-07-27,23.4,29.7,26.5,98,1.3,12.4,22.8
2025-07-28,22.8,30.3,26.5,98,3.7,18.5,22.1
2025-07-29,23.2,31.7,27.3,97,0.1,10.8,22.2
2025-07-30,20.9,26.5,24.4,99,12.6,21.3,20.2
2025-07-31,18.5,24.5,21.2,98,0.4,21.3,13.9
2025-08-01,15.1,24.1,19.8,85,0.3,12.6,12.1
2025-08-02,14.6,24.9,19.6,89,0.0,12.1,12.2
2025-08-03,14.6,25.2,20.0,95,0.0,13.0,13.9
2025-08-04,17.2,26.5,21.7,96,0.0,13.0,15.2
2025-08-05,17.4,27.4,22.5,93,0.0,11.7,15.6
2025-08-06,17.5,29.4,23.7,97,0.1,11.4,16.5
2025-08-07,21.0,29.5,24.9,94,2.1,16.5,19.9
2025-08-08,22.0,31.7,26.8,95,0.0,21.1,20.6
