date,temperature_min_c,temperature_max_c,temperature_mean_c,humidity_max_percent,precipitation_mm,wind_speed_max_kmh,dew_point_min_c
2025-05-08,7.2,14.6,11.4,94,0.0,23.6,4.5
2025-05-09,3.5,15.6,9.6,94,0.0,15.3,0.2
2025-05-10,6.2,22.5,14.6,75,0.0,16.3,0.6
2025-05-11,8.3,20.3,14.2,81,0.0,19.0,3.5
2025-05-12,9.6,23.2,16.7,93,4.9,18.3,4.6
2025-05-13,16.1,22.9,18.5,96,8.2,15.2,15.2
2025-05-14,14.6,23.5,18.6,98,1.9,16.2,14.1
2025-05-15,15.9,27.8,22.0,96,0.5,21.5,14.9
2025-05-16,18.1,26.9,22.2,95,10.0,35.4,9.6
2025-05-17,13.9,19.1,17.3,91,2.7,38.3,7.3
2025-05-18,11.5,19.9,15.6,82,0.0,22.2,8.2
2025-05-19,9.1,18.6,13.8,88,0.2,20.1,6.9
2025-05-20,7.1,17.1,11.6,88,8.1,25.1,4.0
2025-05-21,10.5,19.3,15.0,96,24.4,32.2,9.1
2025-05-22,8.9,14.8,11.2,95,5.9,28.2,3.7
2025-05-23,5.2,15.2,10.5,82,0.3,30.9,2.2
2025-05-24,5.0,17.3,11.5,93,0.0,19.5,3.8
2025-05-25,6.7,17.3,12.3,87,0.0,16.7,4.0
2025-05-26,6.9,20.0,13.7,82,0.0,19.3,2.5
2025-05-27,11.2,19.4,14.9,87,2.0,17.9,5.5
2025-05-28,11.8,18.2,14.7,95,2.4,11.6,10.4
2025-05-29,11.6,20.7,16.0,97,0.0,20.3,9.5
2025-05-30,11.9,20.8,16.0,91,0.9,21.4,8.8
2025-05-31,10.7,18.1,14.1,92,3.5,24.6,4.3
2025-06-01,6.0,19.0,12.7,87,0.0,12.9,4.0
2025-06-02,6.2,23.8,15.9,87,0.0,10.5,3.0
2025-06-03,13.9,29.7,22.2,70,0.0,21.8,7.8
2025-06-04,20.7,30.8,25.7,77,0.0,30.8,14.2
2025-06-05,17.9,23.8,21.0,93,20.6,15.4,15.5
2025-06-06,16.4,24.5,19.7,99,4.1,13.4,16.2
2025-06-07,14.8,24.8,19.9,95,0.0,14.6,11.4
2025-06-08,15.6,24.9,19.7,93,4.9,14.4,12.1
2025-06-09,16.6,22.7,19.3,95,9.1,20.4,10.1
2025-06-10,11.8,22.5,17.6,92,0.0,23.0,8.4
2025-06-11,14.6,26.6,20.9,81,0.0,23.5,10.9
2025-06-12,17.2,28.6,22.9,87,0.0,16.8,13.1
2025-06-13,16.5,24.6,19.7,92,2.6,14.6,11.8
2025-06-14,15.4,22.5,18.5,98,5.0,18.0,14.5
2025-06-15,15.1,24.0,19.4,89,0.0,20.9,11.9
2025-06-16,15.8,25.6,21.0,94,0.6,10.2,14.0
2025-06-17,18.6,27.5,23.0,97,6.0,19.0,18.1
2025-06-18,20.4,27.9,23.8,97,5.5,30.0,18.6
2025-06-19,19.3,23.4,21.7,89,1.2,32.2,14.1
2025-06-20,16.9,27.8,22.5,94,0.0,18.6,15.5
2025-06-21,19.5,30.7,25.5,85,0.1,26.5,16.4
2025-06-22,23.4,32.8,28.2,90,0.0,23.8,21.2
2025-06-23,23.4,32.8,28.2,92,0.0,15.1,20.9
2025-06-24,23.0,33.0,28.2,85,0.8,15.9,19.8
2025-06-25,22.9,31.8,26.4,91,11.6,22.5,21.2
2025-06-26,22.0,32.2,26.0,96,1.4,21.8,21.2
2025-06-27,21.1,31.4,26.3,96,0.7,24.1,20.1
2025-06-28,22.4,30.0,25.8,92,0.9,15.8,17.5
2025-06-29,19.0,30.9,25.2,93,0.0,12.5,17.4
2025-06-30,21.5,28.7,24.7,94,5.8,18.9,20.2
2025-07-01,21.5,28.1,24.0,96,2.3,14.7,16.2
2025-07-02,17.1,28.0,23.0,89,0.0,12.6,14.6
2025-07-03,18.7,28.8,24.0,87,0.0,12.5,15.8
2025-07-04,19.0,31.0,25.5,90,0.1,9.9,16.0
2025-07-05,20.7,30.7,26.1,82,0.2,14.9,17.1
2025-07-06,21.4,31.9,26.9,80,0.8,23.0,17.5
2025-07-07,21.5,27.8,24.0,94,5.3,16.4,20.4
2025-07-08,17.0,28.1,23.3,97,0.0,9.5,16.5
2025-07-09,19.4,27.6,23.6,93,2.3,6.9,18.1
2025-07-10,19.0,30.2,24.8,97,0.6,8.9,16.1
2025-07-11,20.4,31.6,26.2,93,0.2,15.0,17.4
2025-07-12,22.9,32.0,26.2,84,3.0,25.5,18.8
2025-07-13,21.5,30.0,25.7,95,1.5,15.3,18.9
2025-07-14,20.4,29.0,24.6,97,6.9,12.1,13.2
2025-07-15,18.4,30.5,24.8,88,0.0,10.8,16.2
2025-07-16,22.0,27.2,24.4,95,23.2,21.0,21.0
2025-07-17,20.9,27.0,24.5,90,0.0,25.5,17.5
2025-07-18,18.3,24.5,20.8,92,2.7,16.5,15.9
2025-07-19,16.4,28.5,22.1,100,6.0,15.1,16.4
2025-07-20,21.0,27.7,23.5,98,2.3,16.5,20.5
2025-07-21,17.5,25.1,21.2,98,0.0,15.1,15.0
2025-07-22,14.6,26.0,20.5,92,0.0,9.9,13.4
2025-07-23,14.6,29.2,22.6,96,0.0,10.8,13.9
2025-07-24,21.2,32.2,26.6,84,5.2,19.2,18.1
2025-07-25,22.5,30.9,26.3,95,4.4,16.2,20.6
2025-07-26,21.6,29.2,24.9,98,10.5,19.6,21.2
2025-07-27,23.7,30.0,25.9,96,5.7,16.3,22.2
2025-07-28,22.1,31.0,25.7,97,2.2,19.6,21.7
2025-07-29,21.4,31.1,26.1,100,0.0,9.8,21.4
2025-07-30,21.8,31.5,26.3,98,0.4,20.1,19.9
2025-07-31,17.6,21.9,19.4,96,20.6,27.5,13.3
2025-08-01,14.9,22.6,18.6,89,0.0,20.3,11.4
2025-08-02,14.4,23.0,18.6,91,0.0,17.3,11.4
2025-08-03,12.1,25.2,18.9,91,0.0,14.8,10.6
2025-08-04,14.2,26.4,20.2,93,0.0,12.7,12.9
2025-08-05,16.5,27.8,22.1,95,0.0,7.3,15.7
