date,temperature_min_c,temperature_max_c,temperature_mean_c,humidity_max_percent,precipitation_mm,wind_speed_max_kmh,dew_point_min_c
2025-05-08,6.0,12.1,9.5,80,0.7,18.4,2.8
2025-05-09,3.6,14.9,9.4,84,0.0,20.0,-0.4
2025-05-10,4.1,15.7,11.0,74,0.0,20.0,-3.9
2025-05-11,6.8,15.1,11.2,72,0.0,21.2,-1.8
2025-05-12,8.1,22.8,15.6,82,0.0,14.9,0.9
2025-05-13,14.3,20.0,16.3,98,7.5,23.5,8.6
2025-05-14,14.0,21.9,17.2,98,0.7,21.5,13.3
2025-05-15,13.9,21.8,17.4,98,0.0,17.8,13.3
2025-05-16,15.0,20.2,17.2,99,2.7,28.3,10.2
2025-05-17,13.1,17.4,15.0,95,0.9,29.4,8.4
2025-05-18,9.2,15.8,13.2,82,0.0,26.5,5.1
2025-05-19,6.4,16.1,10.9,83,0.0,17.0,3.2
2025-05-20,5.7,12.8,9.5,81,0.0,33.2,0.2
2025-05-21,8.6,13.4,10.9,100,24.3,31.5,5.8
2025-05-22,8.3,12.4,10.6,100,8.1,26.3,6.0
2025-05-23,6.8,12.1,9.4,92,1.1,26.6,4.6
2025-05-24,6.9,14.4,10.7,90,1.3,26.0,5.3
2025-05-25,5.9,15.4,11.1,88,0.8,18.7,4.0
2025-05-26,5.9,17.4,12.3,91,0.2,12.1,4.5
2025-05-27,9.9,19.6,15.0,81,0.0,18.8,6.8
2025-05-28,11.9,13.2,12.6,98,5.3,22.7,7.3
2025-05-29,11.3,16.1,13.6,100,0.3,23.0,11.1
2025-05-30,11.8,17.6,14.7,95,0.3,18.4,10.9
2025-05-31,8.6,13.4,11.3,92,0.2,31.0,3.7
2025-06-01,5.2,15.0,10.6,84,0.0,28.1,-0.6
2025-06-02,4.2,18.7,12.7,78,0.0,18.1,-0.8
2025-06-03,13.1,23.4,17.9,83,0.0,23.2,7.4
2025-06-04,16.5,24.5,20.1,90,0.0,25.0,11.0
2025-06-05,17.0,22.5,19.7,97,0.9,13.6,15.4
2025-06-06,15.9,23.6,19.2,92,5.0,15.5,13.2
2025-06-07,14.6,24.1,19.3,83,0.0,14.5,8.2
2025-06-08,14.4,21.6,17.8,92,0.0,18.6,7.2
2025-06-09,14.0,18.3,15.5,100,9.1,19.5,12.8
2025-06-10,12.6,17.5,15.3,92,0.0,22.9,10.9
2025-06-11,13.4,21.6,17.6,88,0.0,29.9,10.9
2025-06-12,14.2,22.0,18.4,88,0.0,18.5,8.4
2025-06-13,14.1,22.0,17.2,74,1.3,25.2,5.1
2025-06-14,12.1,21.3,16.7,91,5.6,24.1,6.6
2025-06-15,13.9,24.4,19.0,77,0.0,18.0,6.7
2025-06-16,15.6,24.0,19.8,93,0.0,15.9,9.9
2025-06-17,18.5,24.5,21.1,97,0.0,16.1,17.6
2025-06-18,17.6,23.7,20.8,100,1.3,15.9,17.5
2025-06-19,16.9,20.9,18.5,97,7.2,33.8,14.4
2025-06-20,15.0,23.0,19.0,98,0.2,17.1,14.6
2025-06-21,18.7,25.4,21.9,90,0.3,30.2,17.0
2025-06-22,19.4,26.0,23.2,93,0.2,36.7,17.6
2025-06-23,21.5,26.9,24.6,92,0.0,18.1,19.9
2025-06-24,22.7,29.1,25.8,88,0.0,20.9,19.7
2025-06-25,21.3,26.6,23.9,98,1.5,12.7,20.9
2025-06-26,17.8,25.1,22.3,98,10.0,18.1,14.7
2025-06-27,17.9,26.2,21.8,92,0.4,25.2,15.1
2025-06-28,18.2,25.5,22.0,98,1.7,24.3,15.6
2025-06-29,14.4,24.9,20.3,97,0.0,8.7,13.9
2025-06-30,21.0,25.8,23.2,97,13.1,19.2,17.8
2025-07-01,20.0,25.6,23.1,98,0.0,17.6,16.9
2025-07-02,16.1,25.6,21.5,94,0.0,15.9,14.4
2025-07-03,17.4,25.9,21.8,90,0.3,20.9,10.6
2025-07-04,13.8,23.3,19.2,78,0.0,12.4,9.8
2025-07-05,19.6,28.0,24.2,92,0.0,13.9,15.0
2025-07-06,23.2,28.8,25.8,83,0.0,16.1,19.4
2025-07-07,20.6,26.5,24.1,94,0.1,18.5,17.4
2025-07-08,17.4,24.6,21.2,91,0.3,15.0,15.9
2025-07-09,16.4,24.2,20.6,95,4.7,18.3,15.6
2025-07-10,18.5,25.8,22.7,99,2.3,10.5,18.0
2025-07-11,19.2,27.5,23.7,100,0.0,11.0,19.1
2025-07-12,21.9,28.9,25.2,94,4.7,16.9,20.4
2025-07-13,21.5,26.0,23.9,98,3.0,16.7,20.6
2025-07-14,21.0,27.1,24.0,98,3.0,9.6,19.0
2025-07-15,18.1,27.9,23.7,90,0.0,8.1,16.4
2025-07-16,20.7,28.0,24.5,95,1.0,15.9,18.0
2025-07-17,17.1,23.8,22.4,95,1.6,37.2,13.0
2025-07-18,12.9,21.9,17.8,83,0.0,17.8,9.8
2025-07-19,14.9,24.9,20.7,85,0.1,12.8,11.7
2025-07-20,18.8,24.9,22.0,95,1.0,21.2,14.6
2025-07-21,14.8,23.2,19.2,87,0.0,14.1,11.6
2025-07-22,14.7,22.8,19.2,80,0.0,15.4,9.4
2025-07-23,17.4,26.1,21.8,88,0.0,12.1,13.9
2025-07-24,21.8,26.9,24.6,97,11.8,20.7,20.0
2025-07-25,20.8,27.7,23.8,100,1.8,20.4,20.4
