date,temperature_min_c,temperature_max_c,temperature_mean_c,humidity_max_percent,precipitation_mm,wind_speed_max_kmh,dew_point_min_c
2025-05-08,11.6,23.2,16.7,92,1.2,20.7,7.8
2025-05-09,8.1,20.4,14.4,77,0.0,16.9,2.2
2025-05-10,7.3,25.0,17.0,78,0.0,20.6,2.4
2025-05-11,9.6,25.7,17.9,53,0.0,18.2,-0.6
2025-05-12,15.1,24.2,19.2,94,3.9,19.2,8.9
2025-05-13,13.9,26.6,20.3,99,0.7,11.3,13.9
2025-05-14,15.0,29.5,22.5,94,0.1,20.1,13.6
2025-05-15,20.4,33.2,26.3,95,0.2,30.8,10.3
2025-05-16,16.4,30.0,23.0,65,1.5,34.4,-1.1
2025-05-17,14.4,26.5,19.4,54,0.0,31.1,3.4
2025-05-18,12.7,25.5,18.7,62,0.0,15.5,4.7
2025-05-19,15.3,27.2,21.2,88,5.5,28.2,8.6
2025-05-20,15.8,24.3,20.6,96,33.0,29.4,9.9
2025-05-21,13.2,21.1,15.9,77,0.0,31.4,5.6
2025-05-22,9.6,15.9,12.9,78,0.2,27.5,4.6
2025-05-23,7.9,22.0,15.1,91,0.0,12.9,2.2
2025-05-24,11.1,21.4,16.8,79,0.0,13.3,7.2
2025-05-25,11.8,19.0,15.8,83,0.0,15.8,8.1
2025-05-26,10.6,21.5,16.5,75,0.0,21.2,5.6
2025-05-27,12.4,21.5,17.9,87,2.7,14.8,5.5
2025-05-28,14.3,21.1,17.7,95,16.5,11.7,10.4
2025-05-29,12.4,19.1,15.8,96,2.0,13.7,11.6
2025-05-30,12.6,26.5,19.5,96,0.2,22.8,7.9
2025-05-31,16.3,29.2,22.6,58,0.0,20.3,6.2
2025-06-01,12.9,26.5,19.9,69,0.0,18.0,-2.5
2025-06-02,14.2,30.2,22.7,75,0.0,18.1,9.8
2025-06-03,20.2,30.5,25.3,86,1.0,28.9,16.0
2025-06-04,18.1,24.9,21.6,98,33.4,27.9,16.6
2025-06-05,16.2,23.2,19.1,97,0.8,14.7,14.9
2025-06-06,15.2,23.0,19.2,98,5.2,14.8,14.8
2025-06-07,15.3,24.0,19.4,100,2.7,13.9,15.2
2025-06-08,15.8,25.8,20.2,98,0.8,21.3,13.6
2025-06-09,13.4,24.2,18.8,93,0.0,24.5,11.5
2025-06-10,11.7,23.9,18.4,90,0.0,13.3,9.9
2025-06-11,15.0,28.0,21.9,88,0.0,17.1,12.4
2025-06-12,18.3,25.7,22.2,93,0.0,13.0,16.1
2025-06-13,19.6,25.0,22.0,96,7.8,15.6,18.5
2025-06-14,19.7,26.5,22.5,98,3.0,18.3,19.3
2025-06-15,17.5,25.6,22.3,98,0.2,11.3,17.1
2025-06-16,19.5,27.1,23.7,98,0.6,12.4,19.3
2025-06-17,19.4,29.6,23.7,100,5.2,25.8,19.4
2025-06-18,19.8,26.4,22.6,97,16.0,33.4,19.0
2025-06-19,18.0,27.1,22.7,98,0.0,15.8,17.2
2025-06-20,18.7,30.3,24.6,89,0.0,23.5,16.3
2025-06-21,23.8,33.2,28.6,89,0.0,26.7,21.1
2025-06-22,23.9,33.0,28.6,87,0.0,21.7,19.5
2025-06-23,24.4,33.3,28.8,83,0.0,20.6,19.5
2025-06-24,24.5,33.5,28.7,88,0.0,13.2,20.2
2025-06-25,23.4,32.4,28.2,95,1.3,14.4,22.1
2025-06-26,24.4,32.6,28.5,91,0.2,17.3,19.7
2025-06-27,23.5,29.3,26.7,89,4.5,21.6,20.2
2025-06-28,21.8,30.8,26.3,97,2.1,9.8,20.9
2025-06-29,22.0,29.2,25.6,98,1.9,13.0,21.2
2025-06-30,21.4,29.2,24.6,97,7.9,16.0,20.9
2025-07-01,20.6,28.4,24.3,94,0.1,18.3,17.0
2025-07-02,18.4,29.6,24.4,92,0.0,11.4,16.5
2025-07-03,20.0,30.9,26.1,92,0.0,6.1,18.5
2025-07-04,21.0,32.2,26.8,92,0.0,14.0,17.0
2025-07-05,21.5,32.5,27.3,87,0.0,17.5,17.2
2025-07-06,23.1,30.1,25.8,96,8.0,18.0,19.5
2025-07-07,21.4,28.7,24.6,99,0.0,11.0,18.0
2025-07-08,19.9,29.5,23.4,98,13.9,14.0,17.1
2025-07-09,19.8,29.2,24.3,100,0.3,13.3,19.6
2025-07-10,19.8,31.0,26.0,94,0.0,12.6,18.9
2025-07-11,22.2,32.4,27.6,81,0.1,21.4,18.5
2025-07-12,23.2,29.8,26.3,84,0.6,21.1,19.2
2025-07-13,21.4,24.5,23.1,98,6.3,9.2,20.1
2025-07-14,20.6,28.7,24.4,100,1.2,10.1,20.2
2025-07-15,20.8,30.0,25.3,97,2.7,14.0,20.2
2025-07-16,21.7,31.1,26.0,98,2.2,22.8,21.4
2025-07-17,22.2,28.5,24.9,96,5.3,12.0,21.6
2025-07-18,20.4,29.0,24.5,97,0.1,13.2,18.9
2025-07-19,22.4,28.5,24.9,99,22.0,23.4,21.8
2025-07-20,23.2,30.5,26.0,97,13.0,16.0,22.6
2025-07-21,22.0,29.1,24.9,99,8.4,11.5,21.8
2025-07-22,21.9,30.0,26.1,98,2.3,15.7,21.6
2025-07-23,24.0,32.5,28.1,95,0.2,15.7,23.1
2025-07-24,24.8,33.0,28.7,96,3.9,24.1,22.7
2025-07-25,23.1,31.0,26.4,98,13.9,12.4,22.0
2025-07-26,23.5,31.2,27.4,96,1.2,16.2,22.6
2025-07-27,24.9,31.0,27.2,93,4.2,17.2,23.5
2025-07-28,23.7,33.0,27.6,96,3.3,18.0,23.0
2025-07-29,23.8,32.6,27.9,100,0.0,13.7,21.8
2025-07-30,23.9,29.1,26.0,97,9.9,18.1,22.2
2025-07-31,20.2,25.5,22.8,97,0.1,24.2,15.1
2025-08-01,16.5,26.0,21.3,84,0.0,19.3,11.8
2025-08-02,15.9,24.9,20.4,81,0.0,18.5,10.6
2025-08-03,14.8,25.8,20.5,86,0.0,12.7,11.8
2025-08-04,18.0,27.2,22.1,95,1.6,11.5,13.9
2025-08-05,17.9,28.0,23.0,100,0.7,11.2,17.8
2025-08-06,18.6,29.6,24.6,97,1.4,12.1,18.0
2025-08-07,21.0,30.9,25.5,94,2.6,16.2,19.8
2025-08-08,22.0,31.9,26.7,93,0.0,20.8,20.8
2025-08-09,23.5,29.3,26.3,86,5.4,20.9,20.5
2025-08-10,23.2,31.6,27.1,82,0.0,24.6,19.6
2025-08-11,21.9,29.3,25.3,94,13.6,15.1,19.9
2025-08-12,22.0,30.4,24.9,96,3.3,18.6,20.2
2025-08-13,20.0,28.8,24.3,98,0.6,14.1,18.2
2025-08-14,19.8,30.1,24.8,93,0.1,7.3,18.5
2025-08-15,22.2,34.2,27.7,88,0.0,14.7,20.2
2025-08-16,24.4,33.7,28.4,91,1.4,14.0,20.5
2025-08-17,24.1,32.8,27.6,95,0.2,27.2,21.4
2025-08-18,23.9,34.2,28.7,97,0.4,17.7,20.8
2025-08-19,23.3,30.7,26.8,94,7.0,15.2,21.1
2025-08-20,20.6,29.5,24.6,96,1.4,14.2,18.2
2025-08-21,17.2,27.8,22.1,93,0.1,17.9,14.9
2025-08-22,17.4,28.1,22.6,97,0.0,8.2,14.4
2025-08-23,18.0,28.3,23.1,88,0.3,19.2,13.1
2025-08-24,14.6,23.5,19.0,87,0.0,22.4,8.9
2025-08-25,13.1,21.7,17.4,85,0.0,16.1,7.0
2025-08-26,10.9,22.5,16.9,90,0.0,12.6,8.2
2025-08-27,12.3,24.1,18.1,86,0.0,10.3,9.6
2025-08-28,14.8,27.1,20.7,81,0.0,11.4,11.1
2025-08-29,16.2,26.5,21.0,95,0.0,10.6,14.8
2025-08-30,15.2,26.3,20.9,76,0.2,11.0,11.0
2025-08-31,16.7,25.0,20.7,80,0.0,13.0,10.1
2025-09-01,14.7,25.2,19.8,81,0.0,11.3,10.1
2025-09-02,13.6,27.0,20.4,90,0.0,10.2,10.3
2025-09-03,15.6,27.4,21.3,89,5.7,21.6,12.1
2025-09-04,12.1,21.0,16.9,86,0.5,21.1,6.8
2025-09-05,15.4,19.8,17.4,74,0.3,21.4,7.7
2025-09-06,10.7,21.1,16.4,85,0.0,21.3,6.4
2025-09-07,9.2,20.7,14.8,79,0.0,15.2,4.3
2025-09-08,8.6,21.5,15.3,85,0.0,13.3,6.1
2025-09-09,10.5,24.0,17.1,77,0.0,11.1,6.6
2025-09-10,14.5,28.0,21.2,78,0.0,9.2,10.2
2025-09-11,15.4,29.8,22.7,93,0.0,12.6,11.7
2025-09-12,17.0,30.6,23.7,91,0.0,16.7,13.2
2025-09-13,21.0,33.2,26.4,70,0.0,17.0,13.9
2025-09-14,21.5,35.5,27.6,79,0.0,16.7,15.6
2025-09-15,21.1,32.9,26.8,84,0.0,12.8,11.1
2025-09-16,18.6,31.7,25.0,75,0.0,12.3,11.7
2025-09-17,16.8,30.8,23.6,81,0.0,9.3,10.6
2025-09-18,16.6,31.9,24.1,84,0.0,9.0,12.6
2025-09-19,19.6,29.2,23.5,80,2.2,20.5,15.3
2025-09-20,18.4,28.7,23.1,90,0.5,14.2,14.3
2025-09-21,17.8,29.5,22.3,95,5.8,15.3,16.3
2025-09-22,18.9,27.1,22.2,97,1.0,15.8,16.5
2025-09-23,17.9,27.5,21.9,97,1.6,10.1,17.4
2025-09-24,18.5,24.4,20.6,98,4.4,14.4,16.3
2025-09-25,14.1,23.9,18.8,95,0.0,15.3,9.9
2025-09-26,12.4,26.0,19.1,91,0.0,7.1,9.9
2025-09-27,14.0,28.1,20.7,87,0.0,8.3,11.9
2025-09-28,14.9,29.5,22.1,83,0.0,9.6,11.9
2025-09-29,16.4,31.0,23.6,86,0.0,8.2,9.4
2025-09-30,17.1,31.1,24.1,68,0.0,15.3,10.3
2025-10-01,14.4,28.9,21.5,75,0.0,10.5,8.8
2025-10-02,15.5,30.1,22.3,90,0.0,9.9,13.8
2025-10-03,17.2,29.0,23.0,94,0.2,13.9,15.2
2025-10-04,17.0,28.6,22.5,88,0.0,21.1,12.8
2025-10-05,15.1,28.4,21.3,84,0.0,20.3,11.9
2025-10-06,17.0,28.7,22.5,89,0.3,16.7,14.9
2025-10-07,14.5,23.5,19.3,97,0.0,21.7,10.1
2025-10-08,8.6,21.5,15.2,92,0.0,13.6,1.5
2025-10-09,7.7,21.2,14.0,78,0.0,13.4,3.8
2025-10-10,9.2,22.4,15.4,76,0.0,16.2,4.8
2025-10-11,11.9,24.0,17.8,100,0.0,16.8,6.4
2025-10-12,10.2,24.8,17.0,80,0.0,13.8,6.1
2025-10-13,14.1,25.0,18.5,75,0.0,13.4,9.3
2025-10-14,13.7,26.6,19.9,82,0.0,10.9,8.9
2025-10-15,14.0,26.1,19.7,94,0.0,12.3,11.8
2025-10-16,14.5,26.5,20.0,89,0.0,16.8,12.6
2025-10-17,15.0,26.1,20.1,81,0.0,21.2,11.7
2025-10-18,16.0,23.8,19.3,96,29.2,22.6,14.4
2025-10-19,9.7,16.6,13.1,92,2.3,32.5,-1.5
2025-10-20,5.6,20.5,13.3,80,0.1,31.8,1.6
2025-10-21,8.8,15.7,12.1,77,0.0,37.0,-0.6
2025-10-22,5.5,15.4,9.8,68,0.0,25.3,-2.5
2025-10-23,2.6,16.0,8.6,79,0.0,22.4,-0.8
2025-10-24,1.5,15.4,8.9,97,0.0,11.4,0.8
2025-10-25,9.6,14.0,11.8,67,0.1,17.4,3.0
2025-10-26,10.3,17.5,12.6,91,4.0,19.6,3.2
2025-10-27,9.2,17.3,12.6,86,0.1,19.1,2.9
2025-10-28,9.7,13.9,11.7,96,1.4,16.4,3.2
