date,temperature_min_c,temperature_max_c,temperature_mean_c,humidity_max_percent,precipitation_mm,wind_speed_max_kmh,dew_point_min_c
2025-05-08,8.4,21.6,13.9,83,0.0,25.1,2.0
2025-05-09,4.8,20.4,12.8,76,0.0,14.0,-2.5
2025-05-10,7.2,28.0,17.2,64,0.0,27.6,-0.8
2025-05-11,6.8,26.3,17.3,62,0.0,18.5,-4.8
2025-05-12,13.0,27.8,20.2,88,2.1,21.0,6.6
2025-05-13,15.6,28.0,21.3,98,1.4,13.8,11.9
2025-05-14,15.2,29.7,23.1,98,0.5,16.2,10.4
2025-05-15,19.0,33.7,25.8,94,2.7,30.6,5.5
2025-05-16,17.5,30.0,23.2,60,0.5,46.9,1.8
2025-05-17,12.8,20.9,16.6,58,0.0,31.0,4.6
2025-05-18,9.8,24.4,17.1,77,0.0,21.3,4.9
2025-05-19,9.2,22.0,14.9,72,0.0,28.3,4.2
2025-05-20,14.6,24.5,17.9,97,23.4,33.9,9.0
2025-05-21,11.1,15.3,14.0,97,2.0,29.1,8.8
2025-05-22,9.6,16.2,12.3,94,2.7,23.8,3.8
2025-05-23,8.0,19.5,14.2,88,0.0,25.7,4.8
2025-05-24,8.4,21.8,15.6,80,0.0,16.2,4.8
2025-05-25,11.5,18.5,15.0,70,0.0,19.3,5.3
2025-05-26,7.3,21.2,14.9,79,0.0,18.3,3.9
2025-05-27,12.0,21.9,16.6,68,0.5,17.4,4.6
2025-05-28,12.0,21.2,16.4,91,6.3,14.1,7.7
2025-05-29,11.1,20.9,15.9,97,0.2,9.2,9.4
2025-05-30,11.2,24.9,18.5,92,0.3,28.1,9.2
2025-05-31,13.7,23.5,18.9,69,0.0,18.6,-0.5
2025-06-01,10.9,24.3,17.7,56,0.0,10.6,-2.2
2025-06-02,11.6,28.5,20.9,80,0.0,18.2,6.5
2025-06-03,19.6,29.3,24.3,87,2.6,36.3,13.9
2025-06-04,15.6,21.8,19.2,95,43.3,26.2,14.8
2025-06-05,13.1,23.6,18.3,96,0.0,18.3,12.4
2025-06-06,13.3,24.9,19.4,95,0.0,16.6,11.4
2025-06-07,12.1,23.5,18.3,94,9.6,16.9,9.2
2025-06-08,14.4,25.6,19.3,98,4.3,29.0,10.8
2025-06-09,12.8,22.1,17.2,81,0.2,29.1,8.9
2025-06-10,12.1,23.7,18.2,82,0.0,19.4,8.7
2025-06-11,16.0,29.1,22.5,80,0.0,20.9,12.5
2025-06-12,17.9,29.0,23.3,91,0.0,13.7,16.2
2025-06-13,20.0,24.5,21.6,95,6.2,13.2,18.2
2025-06-14,17.9,25.0,21.3,97,1.5,16.7,17.0
2025-06-15,15.1,26.4,21.5,94,0.0,13.5,13.9
2025-06-16,17.0,28.3,22.7,95,0.6,12.3,15.6
2025-06-17,20.0,29.5,24.1,96,3.9,22.2,19.4
2025-06-18,19.6,25.1,21.7,96,17.4,29.0,18.6
2025-06-19,18.8,27.1,22.5,95,2.0,17.0,15.2
2025-06-20,18.4,27.6,22.9,88,3.4,24.9,15.6
2025-06-21,23.5,32.3,28.1,86,0.0,32.6,18.9
2025-06-22,24.2,31.9,28.4,86,0.0,25.6,21.6
2025-06-23,24.0,32.5,28.4,82,0.0,24.8,20.0
2025-06-24,23.9,32.7,28.0,89,0.8,15.6,20.8
2025-06-25,21.9,29.9,26.0,97,2.6,13.9,21.2
2025-06-26,23.5,31.5,27.6,91,2.3,17.5,21.1
2025-06-27,23.1,30.3,26.2,92,1.9,22.3,18.8
2025-06-28,19.9,31.5,25.8,100,0.0,8.5,18.7
2025-06-29,22.5,31.5,26.8,95,0.9,16.3,19.1
2025-06-30,21.9,30.9,25.8,97,0.9,13.6,18.0
2025-07-01,20.0,29.7,24.9,89,0.0,15.8,14.0
2025-07-02,19.0,30.3,25.1,85,0.0,15.8,15.2
2025-07-03,19.5,31.3,25.8,90,0.0,7.6,16.4
2025-07-04,21.8,32.4,27.2,84,0.0,14.5,16.6
2025-07-05,22.4,31.8,27.2,80,0.0,22.6,18.2
2025-07-06,22.5,29.6,25.8,92,4.6,19.1,18.5
2025-07-07,18.1,28.9,23.6,92,0.0,13.7,16.0
2025-07-08,20.0,30.2,23.8,93,12.6,17.1,16.0
2025-07-09,19.5,29.5,24.1,98,0.7,11.8,17.9
2025-07-10,18.5,30.7,24.7,98,3.5,12.8,18.1
2025-07-11,22.8,31.7,26.2,88,20.3,20.2,19.6
2025-07-12,21.9,28.3,24.7,92,2.7,18.8,19.2
2025-07-13,20.0,26.9,23.5,95,0.0,8.6,17.0
2025-07-14,18.2,30.4,24.6,96,0.0,6.1,16.5
2025-07-15,20.1,31.1,26.1,95,0.8,12.2,19.1
2025-07-16,22.2,32.6,26.0,98,4.1,31.4,20.1
2025-07-17,19.8,27.0,23.5,95,0.9,18.1,15.6
2025-07-18,17.3,27.5,22.3,81,0.0,14.0,13.9
2025-07-19,21.6,28.3,24.4,93,12.3,22.3,19.8
2025-07-20,21.4,28.0,24.0,96,27.1,13.9,20.5
2025-07-21,18.8,27.1,23.1,92,0.9,14.3,17.2
2025-07-22,20.6,29.5,25.1,97,0.0,16.5,20.1
2025-07-23,22.9,31.3,26.8,92,14.5,18.7,20.9
2025-07-24,23.8,32.8,28.0,96,1.3,18.4,22.2
2025-07-25,22.7,29.1,25.5,96,17.2,16.3,21.8
2025-07-26,22.5,29.0,25.0,96,10.5,14.7,21.8
2025-07-27,23.5,29.4,26.2,97,2.5,13.0,22.8
2025-07-28,22.9,30.0,26.4,97,1.9,20.2,21.8
2025-07-29,22.7,32.0,27.1,95,0.0,13.2,21.8
2025-07-30,21.5,27.6,24.3,98,13.0,16.8,20.9
2025-07-31,17.6,23.2,20.6,95,5.6,25.7,14.1
2025-08-01,13.9,23.9,19.1,86,0.0,14.7,10.4
2025-08-02,13.6,24.2,18.7,88,0.0,15.4,10.9
2025-08-03,13.6,24.2,19.2,91,0.0,15.0,12.0
2025-08-04,15.9,26.0,20.7,91,0.5,14.7,14.4
2025-08-05,16.5,27.0,21.9,89,0.0,13.1,14.6
2025-08-06,16.6,29.0,23.4,97,0.1,9.6,16.0
2025-08-07,20.6,28.7,24.5,91,3.9,15.0,19.1
2025-08-08,22.0,31.1,26.5,91,0.0,23.5,20.0
2025-08-09,23.8,28.3,26.1,84,1.0,20.8,19.0
2025-08-10,23.4,29.8,26.0,89,4.1,22.0,20.2
2025-08-11,21.6,28.4,24.6,96,18.8,16.6,21.0
2025-08-12,21.8,28.6,24.0,95,11.1,18.3,20.5
2025-08-13,20.1,27.4,23.5,98,0.1,12.5,18.2
2025-08-14,17.0,28.0,22.6,94,0.0,10.0,16.0
2025-08-15,20.1,32.0,25.9,88,0.2,12.0,16.8
2025-08-16,23.4,32.2,26.3,96,2.7,15.0,22.0
2025-08-17,22.5,30.1,25.9,98,4.0,17.0,21.4
2025-08-18,22.4,30.8,25.8,98,8.9,18.5,22.0
2025-08-19,21.5,27.5,24.8,96,0.3,16.3,20.1
2025-08-20,18.5,26.3,22.2,99,0.5,17.3,15.5
2025-08-21,16.5,25.9,21.0,97,0.1,15.2,15.6
2025-08-22,15.6,26.0,21.0,100,0.0,11.4,15.4
2025-08-23,18.1,27.4,22.3,87,0.5,23.6,12.4
2025-08-24,14.2,22.6,18.3,89,0.0,24.0,9.2
2025-08-25,12.2,20.3,16.3,83,0.0,21.5,8.3
2025-08-26,10.9,21.1,16.2,90,0.0,13.9,8.5
2025-08-27,11.4,23.6,17.3,91,0.4,19.7,9.9
2025-08-28,15.4,25.8,20.1,89,0.4,15.2,11.1
2025-08-29,13.9,25.0,19.4,96,0.0,12.4,11.8
2025-08-30,14.4,24.5,19.5,76,0.0,11.5,10.1
2025-08-31,13.6,24.5,19.2,91,0.0,10.3,11.2
2025-09-01,13.1,24.8,18.7,92,0.0,13.8,11.1
2025-09-02,12.8,24.9,19.0,94,0.0,7.2,11.0
2025-09-03,15.1,25.1,18.9,89,4.2,22.5,10.6
2025-09-04,9.8,19.0,14.5,90,0.0,17.1,6.1
2025-09-05,13.6,19.6,16.4,73,0.0,28.3,6.7
2025-09-06,10.1,18.5,13.9,82,0.1,22.2,5.4
2025-09-07,8.2,19.1,13.4,87,0.0,13.7,5.2
2025-09-08,8.6,21.0,14.7,83,0.0,12.6,5.3
2025-09-09,10.0,23.3,16.7,76,0.0,11.3,5.7
2025-09-10,12.7,27.3,20.0,86,0.0,9.1,10.2
2025-09-11,14.1,27.7,20.8,87,0.0,11.6,11.9
2025-09-12,14.7,29.5,22.0,85,0.0,13.4,12.1
2025-09-13,20.0,30.5,24.3,84,2.1,22.0,11.6
2025-09-14,18.8,30.0,23.9,95,0.0,15.3,17.7
2025-09-15,18.5,29.9,23.8,74,0.0,13.9,12.9
2025-09-16,16.2,28.8,22.1,89,0.0,12.1,12.9
2025-09-17,13.9,27.8,20.8,92,0.0,8.3,12.6
2025-09-18,15.7,29.6,22.4,90,0.0,12.1,13.6
2025-09-19,17.0,27.3,21.9,88,0.0,12.5,13.4
2025-09-20,17.2,26.5,21.0,95,1.1,19.1,14.1
2025-09-21,17.6,27.0,21.3,95,12.6,18.6,16.5
2025-09-22,18.4,25.8,21.2,97,2.4,14.0,16.5
2025-09-23,17.0,26.5,21.5,97,12.0,13.6,16.4
2025-09-24,15.8,24.2,19.9,96,0.1,16.9,12.3
2025-09-25,13.4,24.5,18.4,96,0.0,14.1,7.6
2025-09-26,12.0,26.9,19.6,79,0.0,11.0,7.7
2025-09-27,15.2,29.1,21.8,80,0.0,12.9,10.6
2025-09-28,15.9,29.9,22.6,79,0.0,11.3,10.9
2025-09-29,15.3,30.5,22.7,90,0.0,10.1,10.3
2025-09-30,16.0,29.4,22.5,86,0.0,14.9,10.9
2025-10-01,14.5,27.4,20.5,84,0.0,13.5,9.2
2025-10-02,14.8,29.5,21.7,63,0.0,12.2,7.2
2025-10-03,16.5,30.9,23.5,89,0.0,15.6,12.8
2025-10-04,17.7,28.8,22.8,83,0.0,20.9,12.9
2025-10-05,15.6,28.1,21.7,83,0.0,25.1,9.1
2025-10-06,16.9,28.9,22.0,88,0.2,18.2,14.1
2025-10-07,12.0,19.2,17.0,98,1.8,19.3,6.6
2025-10-08,7.8,19.7,13.6,82,0.0,15.3,5.0
2025-10-09,5.7,19.2,12.0,88,0.0,12.1,0.1
2025-10-10,8.8,21.8,14.9,93,0.6,17.3,1.8
2025-10-11,11.3,21.5,15.5,98,0.0,16.4,6.3
2025-10-12,7.8,23.6,14.9,95,0.0,15.0,6.4
2025-10-13,12.7,25.6,18.0,72,0.2,12.7,5.9
2025-10-14,12.2,24.4,17.9,94,0.0,14.0,9.6
2025-10-15,13.6,23.1,17.0,92,0.1,13.8,11.6
2025-10-16,13.9,23.3,17.5,89,0.0,14.1,9.9
2025-10-17,14.6,25.5,19.3,79,0.0,23.9,10.1
2025-10-18,16.8,24.9,19.1,96,30.5,25.4,14.1
2025-10-19,9.4,16.0,12.5,94,5.3,32.9,-1.6
2025-10-20,4.8,19.4,12.4,80,0.7,31.4,-0.1
