date,temperature_min_c,temperature_max_c,temperature_mean_c,humidity_max_percent,precipitation_mm,wind_speed_max_kmh,dew_point_min_c
2025-05-08,8.1,20.6,13.7,77,0.0,24.1,1.5
2025-05-09,4.7,19.9,12.6,65,0.0,13.6,-1.2
2025-05-10,8.8,26.9,17.7,66,0.0,21.4,1.5
2025-05-11,7.6,25.5,16.8,55,0.0,16.4,-2.3
2025-05-12,13.1,29.0,20.4,89,3.6,20.1,6.1
2025-05-13,15.1,27.6,21.5,98,0.4,18.0,12.6
2025-05-14,15.6,29.6,23.0,98,0.0,16.2,10.9
2025-05-15,19.4,33.7,26.0,94,2.8,37.8,1.5
2025-05-16,17.4,30.6,23.8,45,0.4,41.3,2.2
2025-05-17,11.2,18.3,15.1,64,0.0,32.0,4.2
2025-05-18,8.4,23.8,16.3,77,0.0,22.9,4.2
2025-05-19,9.3,18.0,13.9,72,0.5,29.9,4.1
2025-05-20,14.5,23.8,17.4,98,41.0,32.1,7.4
2025-05-21,11.1,15.1,13.4,92,2.0,28.1,8.6
2025-05-22,9.2,16.1,12.2,92,2.9,24.2,4.5
2025-05-23,6.6,19.5,13.7,91,0.0,22.2,5.1
2025-05-24,9.1,21.1,15.6,85,0.1,16.2,6.3
2025-05-25,11.6,18.2,14.8,69,0.0,20.3,5.7
2025-05-26,7.8,20.0,14.7,80,0.0,18.7,2.0
2025-05-27,11.2,21.1,16.1,76,0.7,17.6,5.1
2025-05-28,12.1,20.2,15.9,92,9.1,12.9,8.9
2025-05-29,11.2,20.7,15.9,95,1.2,9.3,9.8
2025-05-30,10.6,24.6,18.2,93,0.0,25.3,8.9
2025-05-31,14.6,25.0,19.8,70,0.0,16.7,6.2
2025-06-01,10.9,23.7,17.6,56,0.0,14.1,0.8
2025-06-02,11.7,29.2,21.0,77,0.0,17.0,7.1
2025-06-03,19.9,28.5,23.5,95,13.6,37.3,16.0
2025-06-04,15.6,22.1,19.4,98,35.6,19.5,14.4
2025-06-05,13.1,24.0,18.5,97,0.0,17.3,12.1
2025-06-06,13.6,24.5,19.8,97,0.0,13.8,13.1
2025-06-07,13.1,23.8,18.5,95,5.2,13.0,9.2
2025-06-08,13.8,25.9,18.4,100,0.4,31.8,10.9
2025-06-09,12.4,21.0,16.7,81,0.0,26.9,7.6
2025-06-10,11.3,24.4,18.2,84,0.0,18.9,8.1
2025-06-11,15.9,29.7,22.8,82,0.0,20.6,12.7
2025-06-12,17.6,28.8,23.3,93,0.0,16.7,16.1
2025-06-13,19.4,23.9,21.3,96,8.4,14.0,16.4
2025-06-14,17.4,25.9,21.3,98,0.3,15.7,16.3
2025-06-15,16.1,27.5,22.0,97,0.0,12.8,15.6
2025-06-16,17.4,28.9,22.9,96,1.4,11.7,16.0
2025-06-17,20.0,30.8,24.3,97,3.0,17.9,19.4
2025-06-18,19.0,24.4,21.2,98,42.8,20.3,18.1
2025-06-19,18.2,28.4,22.8,97,1.3,17.5,13.4
2025-06-20,18.1,28.5,22.8,89,5.9,24.0,14.6
2025-06-21,23.7,34.1,28.8,85,0.0,34.6,20.0
2025-06-22,24.4,33.0,29.2,85,0.0,27.6,21.6
2025-06-23,24.4,33.7,29.2,79,0.0,27.2,19.4
2025-06-24,22.9,33.0,28.1,96,5.3,16.8,19.1
2025-06-25,21.9,30.4,26.0,99,12.4,14.3,21.7
2025-06-26,23.5,32.8,28.3,93,0.9,21.0,20.4
2025-06-27,21.4,29.6,25.3,94,3.4,22.6,17.9
2025-06-28,18.5,31.4,25.3,96,0.0,10.2,17.6
2025-06-29,21.9,31.7,26.5,93,1.1,17.6,20.5
2025-06-30,21.2,30.7,25.9,98,0.6,13.1,16.8
2025-07-01,19.8,29.1,24.5,87,0.0,16.2,14.6
2025-07-02,19.4,30.9,25.4,81,0.0,16.7,13.9
2025-07-03,19.6,31.0,25.9,90,0.0,8.6,17.4
2025-07-04,21.0,32.2,27.0,90,0.0,16.0,17.1
