date,temperature_min_c,temperature_max_c,temperature_mean_c,humidity_max_percent,precipitation_mm,wind_speed_max_kmh,dew_point_min_c
2025-05-08,7.3,15.4,11.9,94,0.0,23.6,3.7
2025-05-09,3.1,16.4,10.0,95,0.0,14.3,1.3
2025-05-10,5.9,23.6,14.9,87,0.0,16.1,1.5
2025-05-11,8.8,20.8,14.6,78,0.0,19.2,4.1
2025-05-12,9.1,24.0,16.8,94,0.9,19.0,3.8
2025-05-13,15.6,22.9,18.7,97,9.6,18.0,14.9
2025-05-14,14.6,24.5,19.1,98,3.4,18.4,14.1
2025-05-15,16.1,28.0,22.4,94,0.6,21.3,15.1
2025-05-16,17.7,27.5,22.4,95,8.4,33.4,9.1
2025-05-17,13.9,18.6,17.3,90,4.2,35.4,6.8
2025-05-18,11.3,19.7,15.6,82,0.1,21.0,8.1
2025-05-19,7.6,19.2,13.8,94,0.1,20.0,6.6
2025-05-20,7.7,17.4,11.8,92,7.1,25.7,3.8
2025-05-21,10.6,20.2,15.0,96,9.5,31.1,9.0
2025-05-22,9.0,15.1,11.4,95,4.8,26.5,3.1
2025-05-23,5.3,16.0,10.6,80,0.4,29.6,1.7
2025-05-24,4.7,17.9,11.7,93,0.0,19.3,3.1
2025-05-25,7.4,18.1,12.4,91,0.0,16.7,4.1
2025-05-26,5.8,20.9,14.1,85,0.0,19.3,3.5
2025-05-27,11.4,19.7,15.6,81,0.8,18.2,5.4
2025-05-28,11.4,18.2,14.8,94,1.0,11.2,10.4
2025-05-29,11.1,20.9,15.9,100,0.0,19.7,9.1
2025-05-30,11.9,22.1,16.4,93,0.3,26.5,8.1
2025-05-31,9.9,18.9,14.5,90,0.0,22.0,3.8
2025-06-01,6.0,20.0,13.3,83,0.0,14.0,2.3
2025-06-02,6.0,24.6,16.3,89,0.0,10.7,0.5
2025-06-03,14.4,30.5,22.9,70,0.0,25.4,4.9
2025-06-04,21.2,30.8,25.6,79,0.4,30.8,14.6
2025-06-05,18.1,24.9,21.4,91,10.2,16.4,15.9
2025-06-06,17.1,24.4,19.9,98,2.2,12.5,15.9
2025-06-07,14.9,25.0,20.0,95,0.2,15.0,11.3
2025-06-08,15.2,25.4,20.0,92,3.7,13.8,11.9
2025-06-09,16.6,23.6,19.9,95,6.3,22.9,9.2
2025-06-10,12.2,22.9,17.9,91,0.0,22.0,8.6
2025-06-11,14.8,27.4,21.4,80,0.0,24.3,10.9
2025-06-12,17.2,29.4,23.3,90,1.2,16.7,13.1
2025-06-13,16.6,24.4,19.8,91,3.9,15.9,11.8
2025-06-14,15.3,22.4,18.5,98,8.8,19.3,14.4
2025-06-15,15.8,25.2,20.2,86,0.0,20.0,11.9
2025-06-16,16.3,26.2,21.3,94,0.5,10.9,13.8
2025-06-17,19.1,27.9,23.2,97,7.5,16.2,18.5
2025-06-18,20.5,28.0,23.6,96,5.8,31.1,18.1
2025-06-19,20.0,24.2,21.9,88,2.8,32.3,13.8
2025-06-20,16.6,28.2,22.7,95,0.0,19.5,15.6
2025-06-21,19.8,31.5,26.0,81,0.0,25.3,16.5
2025-06-22,23.9,33.2,28.7,90,0.0,24.4,21.7
2025-06-23,23.5,33.5,28.6,92,0.0,16.1,20.0
2025-06-24,23.0,34.1,28.7,86,0.6,16.7,20.5
2025-06-25,22.5,32.7,26.9,95,9.4,15.5,20.9
2025-06-26,22.2,33.0,26.4,96,2.2,11.9,21.5
2025-06-27,21.5,32.5,26.9,96,0.4,26.4,19.6
2025-06-28,22.0,30.5,26.2,92,1.0,16.4,17.5
2025-06-29,19.1,31.7,25.6,92,0.0,12.9,16.4
2025-06-30,21.9,30.1,25.3,95,13.2,18.3,20.5
2025-07-01,21.5,28.8,24.7,95,4.8,16.4,15.9
2025-07-02,16.7,28.5,23.3,89,0.0,14.0,14.9
2025-07-03,18.4,29.8,24.5,90,0.0,10.7,15.1
2025-07-04,18.6,31.8,26.2,92,0.1,8.9,15.1
2025-07-05,21.0,31.9,26.8,81,0.3,17.1,16.9
2025-07-06,21.8,32.6,27.3,81,0.1,22.8,17.8
2025-07-07,21.3,28.0,23.9,96,11.1,17.2,19.0
2025-07-08,16.5,29.4,23.3,100,0.0,10.8,15.7
2025-07-09,20.3,28.4,23.8,87,2.8,13.2,17.8
2025-07-10,19.3,30.9,25.2,98,0.2,13.0,15.0
2025-07-11,20.4,31.9,26.4,89,0.3,16.3,17.4
2025-07-12,23.5,31.5,26.5,80,2.9,31.2,19.4
2025-07-13,21.6,30.0,25.7,95,1.5,15.3,19.0
2025-07-14,21.1,29.2,24.8,97,4.7,10.6,13.6
2025-07-15,18.2,31.3,25.2,89,0.0,15.1,16.0
2025-07-16,22.2,27.1,24.8,95,19.2,18.1,20.8
2025-07-17,20.7,27.5,24.5,88,0.0,24.5,16.9
2025-07-18,18.7,24.2,21.0,89,3.1,15.4,16.2
2025-07-19,17.0,29.0,22.6,99,3.5,16.4,16.8
2025-07-20,21.2,27.4,23.6,98,2.7,16.4,20.5
2025-07-21,17.9,25.4,21.6,97,0.0,12.9,15.4
2025-07-22,15.1,26.5,21.0,93,0.0,10.3,13.6
2025-07-23,15.2,29.6,23.0,95,0.0,11.7,14.5
2025-07-24,22.1,32.7,27.1,84,1.6,19.2,18.5
2025-07-25,22.5,30.0,26.0,95,2.9,14.5,20.5
2025-07-26,22.1,30.0,25.4,98,2.3,15.8,21.7
2025-07-27,22.9,29.7,25.9,98,3.4,16.9,22.0
2025-07-28,22.5,31.1,26.0,98,2.0,17.8,22.2
2025-07-29,21.3,31.2,26.1,100,0.0,10.1,21.3
2025-07-30,21.8,31.5,26.3,97,0.2,18.7,19.9
2025-07-31,17.5,22.1,19.3,95,16.8,26.4,14.1
2025-08-01,15.0,22.4,18.5,94,0.0,18.5,12.8
2025-08-02,13.6,22.9,18.3,90,0.0,16.2,11.6
2025-08-03,12.4,25.2,18.9,91,0.0,14.1,11.0
2025-08-04,14.6,26.8,20.4,93,0.0,13.0,12.5
2025-08-05,15.6,27.5,21.7,100,0.0,14.0,15.6
2025-08-06,17.4,28.0,22.6,100,0.7,12.0,17.4
2025-08-07,18.5,29.0,23.8,95,0.4,10.4,16.7
2025-08-08,19.4,30.5,25.0,94,0.0,12.0,18.4
2025-08-09,20.6,30.5,25.8,85,0.0,13.5,17.9
2025-08-10,21.2,31.0,26.3,82,0.0,12.3,17.8
2025-08-11,21.6,30.5,26.4,87,0.0,12.7,18.1
2025-08-12,21.5,30.6,26.0,93,5.7,14.7,19.5
2025-08-13,21.2,28.6,24.5,97,1.0,12.9,19.2
2025-08-14,19.0,29.0,24.1,98,0.1,13.4,16.1
2025-08-15,18.5,30.1,24.6,91,0.0,8.4,16.9
2025-08-16,20.5,31.8,26.2,92,0.2,15.0,19.1
2025-08-17,21.6,30.5,25.9,92,0.1,20.2,16.5
2025-08-18,16.6,27.6,22.0,90,0.0,15.5,13.9
2025-08-19,19.4,29.4,23.4,95,2.0,19.5,16.6
2025-08-20,18.6,23.0,21.0,95,0.7,17.1,17.1
2025-08-21,18.1,22.8,20.7,96,0.9,21.9,15.8
2025-08-22,15.0,26.8,20.8,99,0.0,9.2,14.5
2025-08-23,16.4,26.5,21.5,93,0.3,17.9,14.8
2025-08-24,14.6,23.7,19.6,95,0.0,21.1,10.1
2025-08-25,12.6,21.4,17.1,91,0.7,19.9,8.9
2025-08-26,10.4,21.0,15.8,92,0.1,19.7,5.4
2025-08-27,9.1,21.8,15.8,90,0.0,12.2,6.1
2025-08-28,13.1,21.5,16.8,87,4.1,20.6,7.3
2025-08-29,12.7,20.7,16.3,96,0.0,11.2,7.7
2025-08-30,9.6,21.9,15.9,90,0.0,11.4,7.4
2025-08-31,9.5,24.1,16.4,89,0.0,16.8,7.6
2025-09-01,11.1,25.4,18.1,95,0.0,12.7,9.4
2025-09-02,11.9,26.8,19.3,95,0.0,10.0,6.8
2025-09-03,13.1,26.8,19.7,79,0.0,22.1,9.4
2025-09-04,13.1,20.2,17.0,93,6.8,18.5,8.5
2025-09-05,11.1,22.9,16.8,81,0.0,28.9,6.3
2025-09-06,12.1,20.0,15.8,74,0.2,25.2,2.5
2025-09-07,8.1,19.9,14.3,90,0.0,13.1,2.7
2025-09-08,6.8,21.1,14.2,93,0.0,10.4,4.9
2025-09-09,9.9,23.8,16.8,84,0.0,9.7,5.9
2025-09-10,12.8,25.1,18.5,75,0.0,10.6,8.0
2025-09-11,12.8,26.4,19.3,88,0.0,13.5,10.2
2025-09-12,12.1,26.5,19.3,90,0.0,8.7,10.5
2025-09-13,13.8,27.6,20.0,92,0.0,11.6,10.4
2025-09-14,14.1,28.1,21.1,91,0.0,17.1,10.9
2025-09-15,15.2,29.0,21.2,88,0.0,20.1,10.9
2025-09-16,14.3,28.5,20.5,96,0.0,14.0,11.0
2025-09-17,14.1,28.5,20.7,99,0.0,8.4,9.8
2025-09-18,14.7,29.4,21.8,87,0.0,8.6,9.4
2025-09-19,15.1,30.9,22.5,77,0.0,20.1,8.5
2025-09-20,16.9,30.9,22.9,83,0.0,20.2,10.2
2025-09-21,20.2,30.3,23.0,80,1.7,29.6,12.4
2025-09-22,18.1,24.9,20.7,95,10.3,18.1,17.3
2025-09-23,15.8,25.6,20.3,100,0.2,10.2,15.7
2025-09-24,17.7,24.1,20.2,98,3.5,9.2,17.0
2025-09-25,16.8,23.4,19.2,99,0.5,15.9,14.4
2025-09-26,12.9,24.5,18.4,100,0.0,7.6,12.1
2025-09-27,12.4,27.5,20.0,91,0.0,11.3,11.1
2025-09-28,15.1,30.1,21.8,86,0.0,18.6,10.6
2025-09-29,14.8,28.9,21.5,93,0.0,14.0,10.4
2025-09-30,12.6,28.4,20.3,90,0.0,21.7,3.6
2025-10-01,13.6,25.9,18.4,94,0.0,21.7,1.1
2025-10-02,9.5,26.7,17.7,98,0.0,12.1,3.7
2025-10-03,12.3,30.1,20.7,82,0.0,8.7,5.2
2025-10-04,14.4,29.7,21.8,92,0.0,12.4,9.9
2025-10-05,15.6,29.4,22.2,87,0.0,17.9,7.1
2025-10-06,16.1,27.8,21.6,79,1.0,19.8,11.1
2025-10-07,12.7,26.5,19.4,97,27.3,23.6,8.9
2025-10-08,8.1,18.9,13.1,92,0.0,15.0,1.4
2025-10-09,5.2,17.3,10.8,92,0.0,13.3,2.5
2025-10-10,4.3,19.8,11.8,91,0.0,14.3,2.5
2025-10-11,9.6,20.9,14.9,83,0.0,17.9,3.3
2025-10-12,7.1,21.9,13.9,97,0.0,15.2,6.1
2025-10-13,9.4,23.7,15.8,99,0.0,11.1,8.0
2025-10-14,8.2,24.0,15.4,98,0.0,12.8,7.9
2025-10-15,10.9,17.1,13.6,95,0.0,10.3,5.8
2025-10-16,6.1,18.3,11.7,97,0.0,9.5,2.2
2025-10-17,6.1,21.0,13.1,84,0.0,16.5,2.8
2025-10-18,13.9,28.5,20.1,84,5.6,28.2,5.6
2025-10-19,9.6,21.2,15.2,93,28.6,33.3,7.0
2025-10-20,5.7,16.7,11.1,85,0.0,19.0,1.0
2025-10-21,9.1,17.9,12.1,82,3.1,29.8,0.3
2025-10-22,7.1,9.8,8.5,77,0.4,34.5,1.9
2025-10-23,5.3,10.5,7.8,85,0.3,24.2,1.6
2025-10-24,2.9,11.4,6.9,93,0.0,15.7,-0.1
2025-10-25,0.3,12.0,5.6,94,0.0,7.3,-0.8
2025-10-26,3.0,14.9,8.3,92,0.0,18.1,1.6
2025-10-27,2.6,15.8,8.4,89,0.0,21.0,-0.8
2025-10-28,4.4,14.8,8.9,77,0.0,23.7,-1.2
2025-10-29,3.7,14.2,8.6,75,0.2,26.1,-1.5
2025-10-30,5.6,9.2,8.1,96,18.3,27.7,2.8
2025-10-31,3.3,12.3,7.1,96,0.3,28.0,1.0
2025-11-01,2.5,12.1,6.9,93,0.0,17.6,-0.4
2025-11-02,0.8,12.2,6.3,87,0.0,12.4,-1.4
2025-11-03,4.0,14.1,8.2,88,0.5,27.9,-4.1
2025-11-04,1.9,15.2,8.0,70,0.0,19.5,-6.1
2025-11-05,6.6,19.0,12.0,77,0.0,32.5,-0.6
2025-11-06,0.8,12.9,6.1,94,0.0,14.0,-4.4
2025-11-07,7.2,17.4,11.2,85,2.1,30.0,-4.2
2025-11-08,4.2,9.9,6.4,97,0.8,14.2,2.8
2025-11-09,-0.6,4.8,2.4,100,10.4,25.1,-1.4
2025-11-10,-5.8,-0.6,-2.9,93,3.1,17.3,-9.9
2025-11-11,-5.4,0.4,-2.1,92,0.0,26.7,-7.5
2025-11-12,0.6,9.1,4.2,82,0.0,29.9,-3.2
2025-11-13,0.9,11.8,5.3,88,0.0,19.4,-2.7
2025-11-14,1.6,17.4,8.6,87,0.0,18.3,-1.7
2025-11-15,11.0,20.8,15.3,93,0.1,36.9,9.1
2025-11-16,1.6,12.8,7.2,78,0.0,32.0,-6.9
2025-11-17,-2.9,7.8,1.7,81,0.0,15.3,-6.4
2025-11-18,1.5,6.2,3.8,95,1.9,13.4,-2.7
2025-11-19,2.0,8.0,5.4,98,0.0,11.6,1.6
2025-11-20,5.5,9.6,7.1,96,0.4,14.3,3.5
2025-11-21,7.1,9.8,8.4,96,1.1,11.9,6.4
2025-11-22,0.6,8.0,5.2,93,1.0,15.9,-2.5
2025-11-23,3.0,12.3,6.7,94,0.0,19.6,-1.0
2025-11-24,-2.2,10.9,4.3,91,0.0,13.0,-4.2
2025-11-25,7.8,13.2,10.8,96,6.5,18.7,1.6
2025-11-26,0.6,11.0,5.1,96,0.7,42.9,-6.8
2025-11-27,-2.2,0.7,-0.7,75,0.8,32.9,-7.7
2025-11-28,-3.7,0.8,-1.8,83,0.4,27.3,-7.9
2025-11-29,-5.5,-0.2,-2.4,89,5.9,24.6,-9.8
2025-11-30,-4.4,2.8,-1.1,94,2.7,33.7,-5.7
2025-12-01,-10.9,-0.6,-5.0,95,2.3,13.4,-12.1
2025-12-02,-4.5,-2.5,-3.2,98,4.4,13.2,-5.2
2025-12-03,-5.5,-3.2,-4.6,93,0.1,22.8,-6.9
2025-12-04,-13.6,-2.0,-6.2,94,0.1,18.2,-16.6
2025-12-05,-15.7,-2.9,-9.2,84,0.0,16.1,-18.5
2025-12-06,-4.4,0.3,-2.0,91,0.0,19.6,-7.0
2025-12-07,-6.4,0.4,-1.8,97,2.4,16.3,-9.1
2025-12-08,-10.9,-3.0,-7.9,83,0.0,17.4,-14.1
2025-12-09,-9.7,2.2,-3.1,85,0.4,27.6,-14.4
2025-12-10,-2.1,4.1,2.1,91,5.6,36.4,-4.8
2025-12-11,-4.8,-1.5,-3.1,84,0.0,24.2,-9.1
2025-12-12,-6.3,-0.4,-2.5,88,0.0,13.0,-8.1
2025-12-13,-8.1,-0.7,-3.8,83,4.3,25.4,-11.4
2025-12-14,-13.3,-8.6,-11.1,84,0.3,26.1,-15.9
2025-12-15,-14.9,-6.8,-10.7,81,0.0,22.8,-17.4
2025-12-16,-9.2,2.1,-3.8,78,0.0,23.4,-13.4
2025-12-17,0.1,7.3,3.4,87,0.0,27.2,-3.7
2025-12-18,1.2,12.4,7.6,93,7.2,40.0,-1.0
2025-12-19,-8.1,6.1,-4.3,95,3.8,35.9,-16.1
2025-12-20,-7.0,7.2,-0.0,82,0.0,29.5,-12.6
2025-12-21,-4.2,2.8,-1.5,84,0.0,26.6,-9.6
2025-12-22,-5.5,4.9,-0.0,85,0.0,23.2,-9.3
2025-12-23,3.9,11.9,7.3,95,0.8,25.7,-2.6
2025-12-24,-1.2,5.2,1.9,93,0.0,13.2,-2.4
2025-12-25,-0.2,6.4,3.9,98,1.9,17.3,-1.4
2025-12-26,-0.8,13.0,5.7,97,6.8,22.7,-2.0
2025-12-27,1.8,5.0,3.0,99,0.0,13.9,0.1
