date,temperature_min_c,temperature_max_c,temperature_mean_c,humidity_max_percent,precipitation_mm,wind_speed_max_kmh,dew_point_min_c
2025-05-08,11.3,23.9,17.8,96,1.1,19.9,6.4
2025-05-09,8.1,22.8,16.0,67,0.0,14.3,-7.8
2025-05-10,8.1,29.9,20.1,45,0.0,17.5,-4.0
2025-05-11,12.6,28.1,20.8,48,0.0,19.8,-7.2
2025-05-12,13.7,30.5,21.9,72,0.0,21.3,1.9
2025-05-13,15.5,28.9,22.4,98,0.5,12.9,11.4
2025-05-14,16.5,31.3,24.2,95,0.0,21.1,11.2
2025-05-15,19.8,34.0,26.2,95,0.0,33.3,2.8
2025-05-16,18.1,30.0,23.4,50,0.2,41.8,1.0
2025-05-17,12.7,22.8,17.3,57,0.0,31.0,3.2
2025-05-18,10.4,26.2,18.3,63,0.0,15.6,0.4
2025-05-19,14.6,28.4,21.3,96,10.1,34.5,6.3
2025-05-20,15.3,23.5,19.0,98,19.5,29.4,9.8
2025-05-21,10.9,19.6,15.1,75,0.0,31.2,6.0
2025-05-22,9.1,16.8,13.2,81,0.0,24.3,3.6
2025-05-23,7.7,22.0,15.6,91,0.0,8.5,3.2
2025-05-24,13.9,24.9,19.0,67,0.0,17.6,6.5
2025-05-25,13.1,20.9,17.2,71,0.1,19.9,7.5
2025-05-26,11.6,23.2,17.5,72,1.3,24.0,0.1
2025-05-27,12.6,23.0,17.8,87,4.0,15.9,3.5
2025-05-28,13.6,23.6,17.8,95,9.2,9.7,9.1
2025-05-29,13.6,21.9,17.9,90,0.8,14.0,8.4
2025-05-30,12.1,27.9,20.7,88,0.0,25.1,5.8
2025-05-31,16.5,30.9,23.9,56,0.0,15.9,5.3
2025-06-01,14.9,31.4,23.5,69,0.0,11.4,5.6
2025-06-02,17.7,34.1,26.3,72,0.0,22.3,5.7
2025-06-03,19.6,29.4,23.9,97,17.4,24.6,16.1
2025-06-04,16.2,23.1,19.6,98,12.9,16.2,14.9
2025-06-05,14.9,24.0,19.7,97,0.6,17.1,12.1
2025-06-06,15.4,24.5,20.1,96,0.8,12.2,14.7
2025-06-07,15.2,22.0,18.4,98,12.4,13.8,14.8
2025-06-08,14.6,25.9,19.2,97,1.8,24.3,11.6
2025-06-09,14.0,22.8,18.1,80,0.2,26.0,9.2
2025-06-10,11.4,25.6,18.7,89,0.0,11.5,9.5
2025-06-11,16.3,30.4,23.4,79,0.0,17.3,12.1
2025-06-12,18.4,27.2,23.1,92,0.4,18.1,16.0
2025-06-13,19.2,22.5,21.3,98,13.3,12.6,18.0
2025-06-14,18.5,27.3,22.6,100,0.9,10.4,18.5
2025-06-15,17.9,28.3,23.5,98,0.1,10.5,17.6
2025-06-16,18.1,30.0,24.5,98,0.0,10.0,17.8
2025-06-17,19.4,31.1,24.1,96,7.8,26.7,18.0
2025-06-18,19.6,26.0,21.8,98,5.7,23.2,18.1
2025-06-19,17.1,30.1,23.8,96,0.0,14.3,14.0
2025-06-20,20.0,32.8,26.4,77,0.1,27.2,15.4
2025-06-21,25.1,35.2,30.1,80,0.0,34.9,20.6
2025-06-22,25.5,35.0,30.3,75,0.0,29.7,17.1
2025-06-23,25.4,35.2,30.4,71,0.0,27.7,17.1
