date,temperature_min_c,temperature_max_c,temperature_mean_c,humidity_max_percent,precipitation_mm,wind_speed_max_kmh,dew_point_min_c
2025-05-08,3.2,10.5,6.4,88,0.0,17.1,-1.6
2025-05-09,1.5,13.8,8.1,85,0.0,17.6,-1.5
2025-05-10,2.9,20.4,11.1,66,0.0,21.9,-5.9
2025-05-11,1.2,16.0,9.1,77,0.0,16.8,-6.2
2025-05-12,3.7,25.5,15.2,78,0.0,10.4,-8.8
2025-05-13,10.5,25.0,17.3,92,0.4,25.6,4.0
2025-05-14,14.8,21.5,17.7,95,0.5,24.1,13.4
2025-05-15,10.9,25.1,18.6,100,0.4,15.6,10.8
2025-05-16,14.4,26.6,20.4,96,0.4,17.5,6.8
2025-05-17,12.8,20.4,15.1,96,26.7,24.0,5.8
2025-05-18,8.9,12.8,11.2,84,0.0,29.0,2.6
2025-05-19,4.3,9.8,7.5,85,0.7,22.7,-1.4
2025-05-20,0.5,16.0,9.1,87,0.0,16.9,-1.5
2025-05-21,6.8,15.6,10.3,96,9.7,27.4,0.9
2025-05-22,7.8,10.9,9.1,99,17.4,22.3,7.5
2025-05-23,7.0,9.9,8.6,99,3.5,25.0,5.6
2025-05-24,7.5,13.1,9.8,93,1.2,24.3,5.4
2025-05-25,5.7,16.0,10.3,91,2.4,19.1,4.3
2025-05-26,5.6,19.5,12.7,91,0.0,14.3,3.9
2025-05-27,5.9,22.2,14.5,83,0.0,10.8,3.2
2025-05-28,7.7,18.5,13.3,95,7.5,26.3,4.8
2025-05-29,10.8,18.5,14.4,99,2.9,18.9,9.9
2025-05-30,9.8,21.9,16.1,95,0.7,17.0,7.8
2025-05-31,6.8,11.8,9.0,92,0.4,36.8,1.9
2025-06-01,6.4,14.2,10.2,77,0.0,26.2,0.1
2025-06-02,6.7,21.1,14.1,79,0.0,15.5,-1.8
2025-06-03,12.2,28.0,20.8,77,0.0,23.4,5.4
2025-06-04,16.1,29.9,23.5,87,3.1,27.1,9.5
2025-06-05,12.2,21.1,16.0,97,17.9,10.8,9.6
2025-06-06,9.4,23.9,16.2,83,0.0,18.4,5.9
2025-06-07,11.6,23.2,17.1,81,0.0,17.8,5.0
2025-06-08,10.2,23.0,16.5,84,0.1,21.5,6.3
2025-06-09,13.1,22.2,17.6,97,1.3,18.4,11.6
2025-06-10,11.4,20.6,16.5,88,0.8,23.8,7.6
2025-06-11,12.2,25.9,19.0,92,0.3,26.6,10.7
2025-06-12,11.6,21.5,16.7,74,0.0,16.7,4.8
2025-06-13,10.5,18.6,14.2,85,0.0,14.8,6.8
2025-06-14,11.1,22.1,16.8,94,0.0,14.2,9.1
